Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,SumProceso,Requisito,1R,2R,NF,1F,2F,3F,Abandono,Materias cursadas,Veces recursada
2581,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,8,0,2,1,10,0,0,0,0,0,0,0,1,5,0
2581,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,9,18,6,1,33,1,29,24,0,0,0,0,1,4,1
2583,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,29,6,1,54,1,0,0,4,4,0,0,0,6,0
2584,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,7,0
2585,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,16,27,6,1,49,1,0,0,4,4,0,0,0,6,0
2587,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,10,18,7,1,35,1,22,0,1,0,1,0,0,5,0
2587,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,19,25,7,1,51,1,0,0,5,5,0,0,0,5,1
2588,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,5,11,3,1,19,1,16,28,0,0,0,0,1,4,0
2588,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2018,13,14,5,1,32,1,30,0,0,0,0,0,0,4,1
2588,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,16,23,0,1,39,1,0,0,2,2,0,0,0,4,2
2589,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,24,5,1,47,1,0,0,3,1,1,3,0,5,0
2594,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,6,18,6,1,30,1,0,0,2,0,2,0,0,6,0
2598,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,7,11,6,1,24,1,16,0,0,0,0,0,1,5,0
2598,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2020,21,25,4,1,50,1,0,0,4,4,0,0,0,4,1
2599,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2015,14,23,0,1,37,0,0,0,4,4,0,0,1,5,0
2600,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,7,16,4,1,27,1,0,0,0,0,0,0,1,5,0
2601,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,14,22,8,1,44,1,0,0,3,1,3,0,0,5,0
2603,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,0,2,1,7,0,0,0,0,0,0,0,1,3,0
2603,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,11,5,4,1,20,1,18,0,0,0,0,0,1,6,1
2603,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,9,15,3,1,27,1,46,0,3,0,3,0,0,6,2
2606,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,14,9,5,1,28,1,12,16,0,0,0,0,0,5,0
2609,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,1,0,2,1,3,0,0,0,0,0,0,0,1,6,0
2609,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,3,6,3,1,12,0,0,0,0,0,0,0,1,7,1
2609,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6,2
2612,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,7,0,1,1,8,0,0,0,0,0,0,0,1,5,0
2612,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,16,10,4,1,30,1,0,0,0,0,0,0,0,5,1
2614,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,9,7,7,1,23,1,34,0,1,0,1,1,0,5,0
2614,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2018,21,11,0,1,32,0,0,0,1,1,0,0,1,6,1
2614,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,6,21,4,1,31,1,32,0,4,0,4,0,0,5,2
2617,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,14,14,10,1,38,1,0,0,4,4,0,0,0,5,0
2618,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,14,14,4,1,32,1,26,26,0,0,0,0,0,5,0
2618,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,16,27,9,1,52,1,0,0,4,4,0,0,0,3,1
2620,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,4,0,3,0,7,0,0,0,0,0,0,0,1,6,0
2620,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,12,3,8,1,23,1,12,28,1,0,0,1,0,4,1
2620,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,17,27,0,1,44,1,0,0,5,5,0,0,0,6,2
2621,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,8,13,2,1,23,1,0,0,0,0,0,0,1,6,0
2621,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6,1
2621,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,7,21,2,1,30,1,22,36,2,0,0,2,0,7,2
2622,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,11,15,6,1,32,1,29,0,2,0,2,0,0,6,0
2625,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,11,6,1,1,18,0,0,0,0,0,0,0,1,4,0
2625,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,17,16,7,1,40,1,40,0,4,0,4,0,0,3,1
2626,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,15,8,9,1,32,1,8,18,0,0,0,0,0,5,0
2627,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,14,13,9,1,36,1,33,0,2,0,2,0,0,6,0
2628,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,14,10,2,1,26,1,0,0,0,0,0,0,0,7,0
2628,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,4,2,3,1,9,0,0,0,0,0,0,0,1,6,1
2628,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,14,2,4,1,20,1,0,0,0,0,0,0,0,5,2
2631,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,2021,14,22,3,1,39,1,0,0,1,1,1,0,0,4,0
2631,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,12,9,3,1,24,1,0,0,1,1,0,0,0,5,1
2631,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,17,16,5,1,38,1,0,0,2,2,0,0,0,5,2
2636,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,7,0,5,1,12,0,0,0,0,0,0,0,1,5,0
2636,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,3,1
2638,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,9,10,4,1,23,1,26,0,0,0,0,0,1,5,0
2639,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0
2639,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,3,0,2,1,5,0,0,0,0,0,0,0,1,7,1
2639,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,18,15,7,1,40,1,0,0,2,0,0,2,0,5,2
2640,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,16,20,7,1,43,1,0,0,2,2,0,0,0,4,0
2641,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,14,10,2,1,26,1,14,20,0,0,0,0,0,7,0
2641,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,5,10,5,1,20,1,18,34,2,0,0,2,0,7,1
2642,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,18,12,5,1,35,1,0,0,3,3,0,0,0,5,0
2643,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,6,7,3,1,16,0,0,0,0,0,0,0,1,5,0
2643,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,0,2018,13,16,6,1,35,1,28,0,0,0,0,0,0,5,1
2643,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,1,2018,0,0,0,1,0,1,0,0,2,2,0,0,1,6,2
2644,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,8,7,4,1,19,1,20,25,0,0,0,0,1,6,0
2644,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,14,25,7,1,46,1,0,0,3,3,0,0,0,4,1
2645,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,6,9,4,1,19,1,26,24,0,0,0,0,1,5,0
2645,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,12,23,3,1,38,1,0,0,3,3,0,0,0,5,1
2647,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,6,4,2,1,12,0,0,0,0,0,0,0,1,6,0
2647,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,19,13,6,1,38,1,0,0,2,2,0,0,0,5,1
2648,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,8,0
2650,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,6,0
2650,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,5,10,4,1,19,1,20,0,0,0,0,0,1,6,1
2652,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,11,6,3,1,20,1,40,0,1,0,1,1,0,5,0
2652,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,22,26,3,1,51,1,0,0,4,4,0,0,0,4,1
2653,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,2021,6,11,3,1,20,1,36,0,1,0,1,0,0,6,0
2653,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2021,0,0,3,1,3,1,0,0,3,1,3,0,1,6,1
2654,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,17,20,9,1,46,1,0,0,4,4,0,0,0,6,0
2655,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,13,10,4,1,27,1,39,0,2,0,2,0,0,5,0
2658,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,15,27,6,1,48,1,0,0,4,4,0,0,0,6,0
2660,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,0,3,3,2,1,8,0,0,0,0,0,0,0,1,6,0
2660,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,4,6,2,1,12,0,0,0,0,0,0,0,1,5,1
2660,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,10,14,2,1,26,1,14,20,0,0,0,0,1,5,2
2660,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,2,0,2,1,4,0,0,0,0,0,0,0,1,7,3
2660,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,3,6,2,1,11,0,0,0,0,0,0,0,1,5,4
2660,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,6,14,4,1,24,1,24,24,0,0,0,0,1,5,5
2663,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
2663,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,8,0,2,1,10,0,0,0,0,0,0,0,1,3,1
2664,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,12,10,7,1,29,1,0,0,0,0,0,0,0,5,0
2664,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,16,17,4,1,37,1,30,48,5,0,0,5,0,5,1
2665,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,2018,7,15,6,1,28,1,34,0,1,0,1,1,0,3,0
2665,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,1,2018,18,0,0,1,18,1,0,0,3,0,3,0,1,4,1
2666,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,29,5,1,53,1,0,0,3,3,0,0,0,3,0
2668,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,10,10,5,1,25,1,12,18,0,0,0,0,1,4,0
2668,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,11,11,4,1,26,1,24,0,0,0,0,0,1,6,1
2668,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,1,2018,9,15,5,1,29,1,38,0,2,0,2,0,0,5,2
2671,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,12,18,4,1,34,1,20,0,0,0,0,0,0,7,0
2671,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,15,26,7,1,48,1,0,0,4,4,0,0,0,5,1
2672,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,2021,11,11,5,1,27,1,0,30,0,0,0,0,1,4,0
2672,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,1,2021,10,20,5,1,35,1,0,0,2,2,0,0,0,5,1
2673,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,8,0,0,1,8,0,0,0,0,0,0,0,1,6,0
2673,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,17,10,6,1,33,1,8,0,0,0,0,0,0,7,1
2673,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,21,29,8,1,58,1,0,0,4,4,0,0,0,6,2
2676,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,5,0
2676,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,5,1
2676,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,2022,13,13,9,1,35,1,20,0,1,0,1,0,0,3,2
2677,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,19,21,9,1,49,1,0,0,3,3,0,0,0,6,0
2678,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,12,17,6,1,35,1,0,0,2,2,0,0,0,4,0
2680,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,2,0,2,1,4,0,0,0,0,0,0,0,1,5,0
2680,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,15,21,6,1,42,1,0,0,2,1,2,0,0,3,1
2684,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,1,2019,13,16,6,1,35,1,0,0,2,2,0,0,0,5,0
2685,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,0,0,12,17,2,1,31,1,0,14,0,0,0,0,0,4,0
2685,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,2021,11,7,4,1,22,1,34,0,1,0,1,0,0,4,1
2685,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,1,2021,15,9,4,1,28,1,0,0,3,3,0,0,0,4,2
2688,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,14,28,8,1,50,1,0,0,2,2,0,0,0,5,0
2689,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,15,20,7,1,42,1,0,0,3,1,1,3,0,3,0
2690,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2020,19,23,2,1,44,1,0,0,3,3,0,0,0,6,0
2692,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,1,2016,17,27,7,1,51,1,0,0,3,0,3,0,0,4,0
2695,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,9,13,3,1,25,1,14,0,0,0,0,0,1,5,0
2695,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,9,14,4,1,27,1,17,17,0,0,0,0,1,4,1
2695,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,2019,16,18,4,1,38,1,0,0,1,0,1,0,0,3,2
2695,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,8,0,0,1,8,1,0,0,1,1,1,0,1,5,3
2695,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,15,10,4,1,29,1,28,0,0,0,0,0,0,3,4
2695,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,10,8,2,1,20,1,36,0,0,0,0,0,1,4,5
2695,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,0,0,2,1,2,1,0,0,2,0,2,0,1,2,6
2698,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,12,0,2,1,14,0,0,0,0,0,0,0,1,4,0
2698,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,17,10,10,1,37,1,40,0,3,0,3,0,0,5,1
2699,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,14,12,2,1,28,1,40,0,1,0,1,1,0,3,0
2699,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,17,26,2,1,45,1,0,0,3,3,0,0,0,5,1
2700,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,15,14,6,1,35,1,46,0,5,0,5,0,0,5,0
2701,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,17,27,10,1,54,1,0,0,5,5,0,0,0,6,0
2702,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,14,9,4,1,27,1,0,0,0,0,0,0,0,6,0
2702,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,19,25,10,1,54,1,0,0,4,4,0,0,0,6,1
2704,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,6,0
2704,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,12,3,3,1,18,1,0,0,0,0,0,0,0,5,1
2704,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,14,9,3,1,26,1,14,10,0,0,0,0,0,4,2
2705,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,2021,19,0,2,1,21,1,36,0,1,0,1,0,1,5,0
2705,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,16,12,2,1,30,1,0,0,1,1,1,0,0,5,1
2705,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,21,13,4,1,38,1,0,0,2,2,0,0,0,6,2
2706,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,2022,18,13,5,1,36,1,30,0,0,0,0,0,0,6,0
2706,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,21,30,5,1,56,1,0,0,5,5,0,0,0,6,1
2707,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,11,4,5,1,20,1,20,34,1,0,0,1,0,6,0
2707,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,16,22,0,1,38,1,0,0,2,2,0,0,0,6,1
2708,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,12,3,2,1,17,1,4,24,0,0,0,0,0,8,0
2708,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,12,23,5,1,40,1,18,0,1,0,0,1,0,4,1
2709,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,6,0,3,0,9,0,0,0,0,0,0,0,1,5,0
2709,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,0,9,0,3,1,12,1,0,0,0,0,0,0,1,7,1
2709,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,0,0,4,1,4,0,0,0,0,0,0,0,1,4,2
2709,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,5,3
2710,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,15,17,9,1,41,1,0,0,2,1,2,0,0,5,0
2712,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,10,9,4,1,23,1,8,20,0,0,0,0,1,5,0
2712,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,10,15,3,1,28,1,22,0,0,0,0,0,1,4,1
2712,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,9,27,9,1,45,1,0,0,4,4,0,0,0,5,2
2713,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,19,17,7,1,43,1,0,0,3,1,1,3,0,5,0
2714,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0
2715,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,4,16,6,1,26,1,23,6,0,0,0,0,1,5,0
2715,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2018,11,20,9,1,40,1,0,0,2,2,0,0,0,4,1
2716,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,14,18,9,1,41,1,10,0,0,0,0,0,0,5,0
2717,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,1,2018,13,18,6,1,37,1,52,0,4,0,4,0,0,5,0
2718,13015,ESTATICA,MEC-PLS13 ,3,1,2021,1,1,2021,16,30,6,1,52,1,0,0,4,4,0,0,0,4,0
2719,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,8,14,3,1,25,1,30,0,0,0,0,0,1,4,0
2719,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,16,4,7,1,27,1,32,0,3,0,3,0,0,4,1
2721,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,14,1,4,1,19,1,0,0,0,0,0,0,0,8,0
2721,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1
2721,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2
2722,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,15,0,2,1,17,1,0,0,0,0,0,0,1,5,0
2722,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,21,9,5,1,35,1,0,0,2,2,0,0,0,5,1
2725,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,8,8,2,1,18,1,28,46,3,0,0,3,0,3,0
2727,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,1,2018,16,12,7,1,35,1,0,0,2,2,0,0,0,5,0
2730,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,20,25,5,1,50,1,0,0,4,4,0,0,0,5,0
2731,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2015,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0
2731,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,1,15,3,1,19,1,0,2,0,0,0,0,1,2,1
2731,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,0,0,0,8,3,1,11,0,0,0,0,0,0,0,1,5,2
2731,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,6,12,5,1,23,1,0,20,0,0,0,0,1,3,3
2731,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,17,12,2,1,31,1,22,0,0,0,0,0,0,5,4
2731,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,2,5
2732,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,16,9,1,43,1,0,0,3,1,1,3,0,5,0
2733,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,2022,13,14,2,1,29,1,36,0,1,0,1,0,0,4,0
2733,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,17,20,2,1,39,1,0,0,3,3,0,0,0,5,1
2734,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2020,18,30,4,1,52,1,0,0,5,5,0,0,0,6,0
2735,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,15,0,2,1,17,1,0,0,0,0,0,0,1,5,0
2735,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,8,18,5,1,31,1,26,30,1,0,0,1,0,5,1
2735,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,15,25,0,1,40,1,0,0,3,3,0,0,0,5,2
2736,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,5,11,7,1,23,1,18,14,0,0,0,0,1,3,0
2736,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2018,13,18,4,1,35,1,0,0,2,2,0,0,0,3,1
2738,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,4,0,2,1,6,0,0,0,0,0,0,0,1,6,0
2738,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1
2738,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,8,0,7,1,15,0,0,0,0,0,0,0,1,2,2
2739,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,12,17,6,1,35,1,0,0,1,1,0,0,0,5,0
2740,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,18,9,8,1,35,1,6,0,0,0,0,0,0,6,0
2742,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,5,0
2742,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,6,0,2,1,8,0,0,0,0,0,0,0,1,5,1
2742,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,12,3,3,1,18,1,0,0,0,0,0,0,0,5,2
2742,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,10,1,5,1,16,0,0,0,0,0,0,0,1,4,3
2744,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,9,0,2,1,11,0,0,0,0,0,0,0,1,5,0
2744,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,10,5,5,1,20,1,8,18,0,0,0,0,1,4,1
2744,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2019,18,16,2,1,36,1,0,0,2,1,2,0,0,5,2
2747,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,8,8,2,1,18,1,12,17,0,0,0,0,1,7,0
2747,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,10,5,7,1,22,1,0,0,0,0,0,0,1,6,1
2747,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,22,15,5,1,42,1,0,0,3,3,0,0,0,5,2
2750,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0
2750,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,8,4,2,1,14,0,0,0,0,0,0,0,1,5,1
2750,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,0,0,9,14,2,0,25,0,0,0,0,0,0,0,1,5,2
2750,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,11,7,3,1,21,1,18,0,0,0,0,0,1,7,3
2751,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,14,25,7,1,46,1,0,0,3,3,0,0,0,6,0
2752,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,21,17,6,1,44,1,0,0,4,4,0,0,0,6,0
2753,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,17,14,3,1,34,1,28,0,0,0,0,0,0,5,0
